run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_loss,metrics.train_loss,metrics.val_macro_f1,metrics.val_accuracy,metrics.final_oof_macro_f1,metrics.best_val_macro_f1,metrics.early_stopping_epoch,metrics.final_shadow_macro_f1,metrics.final_shadow_accuracy,params.sampler_mixture_lambda,params.early_stopping_mode,params.weight_clip_max,params.class_weight_policy,params.num_classes,params.early_stopping_min_delta,params.batch_size,params.loss,params.early_stopping_enabled,params.early_stopping_patience,params.pretrained,params.tta_flag,params.sampler,params.weight_clip_min,params.augmentation_library,params.lr,params.weak_manifest_version,params.weak_weight,params.max_added_per_class,params.sample_weight_policy,params.device,params.debug,params.repeat_factor_cap,params.split_version,params.backbone,params.feature_flags,params.ratio_policy,params.epochs,params.fold,params.early_stopping_monitor,params.weight_decay,params.label_smoothing,params.image_size,params.effective_beta,params.effective_count_policy,params.augmentation_policy,params.dataset_version,params.weak_label_flag,params.amp,params.weak_manifest,tags.sampler_mixture_lambda,tags.sample_weight_policy,tags.class_weight_policy,tags.split_version,tags.mlflow.source.git.commit,tags.loss,tags.commit_sha,tags.mlflow.source.name,tags.mlflow.source.type,tags.tta_flag,tags.backbone,tags.feature_flags,tags.ratio_policy,tags.label_smoothing,tags.sampler,tags.mlflow.user,tags.image_size,tags.augmentation_policy,tags.augmentation_library,tags.mlflow.runName,tags.seed,tags.dataset_version,tags.weak_label_flag,tags.weak_manifest_version,tags.early_stopped
ca97cfbaa1ed49bba45d03eb000546a6,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/ca97cfbaa1ed49bba45d03eb000546a6/artifacts,2026-05-05 09:21:13.123000+00:00,2026-05-05 09:32:12.921000+00:00,1.1126681414612554,0.32090483972471057,0.6554265634693948,0.6820175438596491,0.6679540156503025,0.6679540156503025,12.0,0.6335914653879012,0.6771488469601677,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,deit_base_patch16_224.fb_in1k,img,none,1000,1,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,deit_base_patch16_224.fb_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_deitbasepatch16224fbin1k_224_ce_balanced_img_s42_cv08_deit_fold1,42,ds_main_v1,False,None,true
efff0afcb26d4c97a60259b152ad84d7,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/efff0afcb26d4c97a60259b152ad84d7/artifacts,2026-05-05 09:09:23.517000+00:00,2026-05-05 09:21:11.614000+00:00,1.1345635459088443,0.27799861881830923,0.650362844851785,0.6732456140350878,0.6639700549092918,0.6639700549092918,13.0,0.6613661587547655,0.6981132075471698,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,deit_base_patch16_224.fb_in1k,img,none,1000,0,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,deit_base_patch16_224.fb_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_deitbasepatch16224fbin1k_224_ce_balanced_img_s42_cv08_deit_fold0,42,ds_main_v1,False,None,true
948f13f5a7a34a119601f1da479a12bc,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/948f13f5a7a34a119601f1da479a12bc/artifacts,2026-05-05 08:17:55.104000+00:00,2026-05-05 08:31:34.052000+00:00,1.6701454980331554,0.45706859206500117,0.5786374277556388,0.6074561403508771,0.6621737960754188,0.6621737960754188,15.0,0.605879214314471,0.6457023060796646,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,1000,4,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_vitbasepatch16224augregin21kftin1k_224_ce_balanced_img_s42_cv07_vit_fold4,42,ds_main_v1,False,None,true
b71ca2f89dfc4e1cb23f2388988a15e2,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/b71ca2f89dfc4e1cb23f2388988a15e2/artifacts,2026-05-05 08:03:05.682000+00:00,2026-05-05 08:17:54.004000+00:00,1.574309995450911,0.3106536979280543,0.6145146884879347,0.6301969365426696,0.6651448433922618,0.6651448433922618,16.0,0.6223803253043021,0.6582809224318659,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,1000,3,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_vitbasepatch16224augregin21kftin1k_224_ce_balanced_img_s42_cv07_vit_fold3,42,ds_main_v1,False,None,true
96bf80c57165435d98b551af0e9fc661,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/96bf80c57165435d98b551af0e9fc661/artifacts,2026-05-05 07:43:43.580000+00:00,2026-05-05 08:03:04.617000+00:00,1.6139302530832458,0.2882359181691522,0.6347919467223445,0.6491228070175439,0.6594474473202643,0.6594474473202643,21.0,0.6288283911289524,0.6645702306079665,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,1000,2,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_vitbasepatch16224augregin21kftin1k_224_ce_balanced_img_s42_cv07_vit_fold2,42,ds_main_v1,False,None,true
b35ea73fe68b41f7beef1cc2f458a9d5,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/b35ea73fe68b41f7beef1cc2f458a9d5/artifacts,2026-05-05 07:28:29.094000+00:00,2026-05-05 07:43:42.421000+00:00,1.9307622747463093,0.3019539668462048,0.5717009823107841,0.5953947368421053,0.6614842248499729,0.6614842248499729,16.0,0.6360744987022166,0.6666666666666666,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,1000,1,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_vitbasepatch16224augregin21kftin1k_224_ce_balanced_img_s42_cv07_vit_fold1,42,ds_main_v1,False,None,true
81d108fe2b0f4c9eaad66d4c4140aa5c,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/81d108fe2b0f4c9eaad66d4c4140aa5c/artifacts,2026-05-05 07:09:05.583000+00:00,2026-05-05 07:28:28.109000+00:00,1.9265927024054945,0.27682915374024275,0.5614245711042706,0.5964912280701754,0.651827748776202,0.651827748776202,20.0,0.609993500134054,0.6477987421383647,None,max,None,none,20,0.001,16,ce,True,10,True,False,balanced,None,torchvision,5e-05,None,None,None,none,cuda,False,None,splits_v1,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,1000,0,val_macro_f1,0.01,0.0,224,None,none,baseline_v1,ds_main_v1,False,True,None,None,none,none,splits_v1,27570a8444a5310c3dd8634be40262168d8d7267,ce,27570a8,src/training/train_image.py,LOCAL,False,vit_base_patch16_224.augreg_in21k_ft_in1k,img,none,0.0,balanced,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_vitbasepatch16224augregin21kftin1k_224_ce_balanced_img_s42_cv07_vit_fold0,42,ds_main_v1,False,None,true
24ed8c65194f499182bf8f89af475f70,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/24ed8c65194f499182bf8f89af475f70/artifacts,2026-05-04 07:19:11.597000+00:00,2026-05-04 07:22:37.324000+00:00,1.148898245472657,1.0461051003778628,0.6104005398826707,0.6447368421052632,0.6117051320378093,0.6117051320378093,,0.5893501326138624,0.6205450733752621,None,None,2.5,sqrt_median_effective,20,None,16,ce,False,None,True,False,shuffle,None,torchvision,0.0001,weak_downloaded_v1,0.35,"{5: 180, 6: 80, 11: 200}",source_x_ratio,cuda,False,None,splits_v1,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,3,4,None,0.01,0.0,224,None,sqrt_median_effective,baseline_v1,ds_main_v1,True,True,data/processed/weak_downloaded_v1.csv,None,source_x_ratio,sqrt_median_effective,splits_v1,5abd8224cfb8508a58dc7df48112a43cbcae422a,ce,5abd822,src/training/train_image.py,LOCAL,False,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,0.0,shuffle,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_convnexttiny_224_ce_shuffle_img_weak_s42_weak_images_v1_fold4,42,ds_main_v1,True,weak_downloaded_v1,
f90c7b5362a04d9789b598de854839a4,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/f90c7b5362a04d9789b598de854839a4/artifacts,2026-05-04 07:15:38.768000+00:00,2026-05-04 07:19:04.078000+00:00,1.2670809690487985,1.0188987406983503,0.6007244676842878,0.6236323851203501,0.6026553640582265,0.6026553640582265,,0.6244633499771891,0.660377358490566,None,None,2.5,sqrt_median_effective,20,None,16,ce,False,None,True,False,shuffle,None,torchvision,0.0001,weak_downloaded_v1,0.35,"{5: 180, 6: 80, 11: 200}",source_x_ratio,cuda,False,None,splits_v1,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,3,3,None,0.01,0.0,224,None,sqrt_median_effective,baseline_v1,ds_main_v1,True,True,data/processed/weak_downloaded_v1.csv,None,source_x_ratio,sqrt_median_effective,splits_v1,5abd8224cfb8508a58dc7df48112a43cbcae422a,ce,5abd822,src/training/train_image.py,LOCAL,False,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,0.0,shuffle,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_convnexttiny_224_ce_shuffle_img_weak_s42_weak_images_v1_fold3,42,ds_main_v1,True,weak_downloaded_v1,
6c97367837694bc7b9f580943a178572,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/6c97367837694bc7b9f580943a178572/artifacts,2026-05-04 07:12:06.989000+00:00,2026-05-04 07:15:31.228000+00:00,1.0838075980805515,1.0557061366549887,0.6253239923683681,0.6644736842105263,0.6253239923683681,0.6253239923683681,,0.6280289168160824,0.6666666666666666,None,None,2.5,sqrt_median_effective,20,None,16,ce,False,None,True,False,shuffle,None,torchvision,0.0001,weak_downloaded_v1,0.35,"{5: 180, 6: 80, 11: 200}",source_x_ratio,cuda,False,None,splits_v1,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,3,2,None,0.01,0.0,224,None,sqrt_median_effective,baseline_v1,ds_main_v1,True,True,data/processed/weak_downloaded_v1.csv,None,source_x_ratio,sqrt_median_effective,splits_v1,5abd8224cfb8508a58dc7df48112a43cbcae422a,ce,5abd822,src/training/train_image.py,LOCAL,False,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,0.0,shuffle,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_convnexttiny_224_ce_shuffle_img_weak_s42_weak_images_v1_fold2,42,ds_main_v1,True,weak_downloaded_v1,
57e42ea2e2064a469c490b59c5fd34c5,1,FINISHED,file:///C:/Users/User/hacaton/hakathon_room_cv/artifacts/logs/mlruns/room_type_image_baseline/57e42ea2e2064a469c490b59c5fd34c5/artifacts,2026-05-04 07:08:34.196000+00:00,2026-05-04 07:11:59.525000+00:00,1.0132103029050326,1.0174326262354378,0.6506829774923459,0.6754385964912281,0.6506829774923459,0.6506829774923459,,0.6673776369397462,0.6960167714884696,None,None,2.5,sqrt_median_effective,20,None,16,ce,False,None,True,False,shuffle,None,torchvision,0.0001,weak_downloaded_v1,0.35,"{5: 180, 6: 80, 11: 200}",source_x_ratio,cuda,False,None,splits_v1,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,3,1,None,0.01,0.0,224,None,sqrt_median_effective,baseline_v1,ds_main_v1,True,True,data/processed/weak_downloaded_v1.csv,None,source_x_ratio,sqrt_median_effective,splits_v1,5abd8224cfb8508a58dc7df48112a43cbcae422a,ce,5abd822,src/training/train_image.py,LOCAL,False,convnext_tiny.in12k_ft_in1k,img_weak,clip_075_100,0.0,shuffle,User,224,baseline_v1,torchvision,rt_splitv1_dsmainv1_convnexttiny_224_ce_shuffle_img_weak_s42_weak_images_v1_fold1,42,ds_main_v1,True,weak_downloaded_v1,
